ref,nome,tags_seo,produtos_similares_ref,descritivo_do_produto,composi_o,altura,largura,profundidade,category,stock,price,peso,url
CAS99,"Moringa Mescla","Moringa, Moringa em Cerâmica, Moringa em Cerâmica Terracota, Utilitários",",CAS92,,CAS96,CAS97,CAS98,CAS100","Água fresquinha na cabeceira ou na mesa de trabalho: não tem preço! Feita de argila branca queimada e interior com esmalte. E as estampas são únicas, como a gente adora.
Para 600 ml.


","Moringa com acabanto em cermica rústica com interior com acabamento esmaltado.",22,10,10,"Casa,Moringas,Novidade",2,"329,00","0,541",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS100,"Cinzeiro Copain","Cinzeiro, Cerâmica, Cerâmica Terracota, Utilitário",",CAS92,CAS96,CAS97,CAS98,CAS99","Para quem gosta de estilo na hora de relaxar. Feito em cerâmica terracota queimada e interior esmaltado, tem a estampa feita à mão. Pessoal e intransferível! 

","Cinzeiro em cerâmica rústica com acabamento interno esmaltado.",4,11,11,"Casa,Cinzeiros,Novidade",2,"69,00","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS101,"Abajur Romance","Luminária, Luminária Pequena,  Luminária de Mesa, Luminária de Cabeceira, Luminária Vintage","CAS102,CAS103,CAS104,CAS105,CAS106","Viva o romantismo e praticidade no décor! Com o tamanho perfeito para cantinhos com menos espaço, ele não passa desapercebido. 

Lâmpada de filamento de LED inclusa. 2W. ","Luminária com haste de metal com pintura eletrostática na cor vermelho fosco.Fio Revestido na cor off white. Cúpula em tecido plissado.Base em concreto na cor crua. Lampada de filamento LED 2 W, quente, inclusa.Bivolt.",46,24,24,"Casa,Luminárias,Novidade",2,"623,70","1,346",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS102,"Abajur Town & Country","Luminária, Luminária Pequena,  Luminária de Mesa, Luminária de Cabeceira, Luminária Vintage","CAS101,CAS103,CAS104,CAS105,CAS106","Uma boa iluminação transforma qualquer ambiente, ainda mais com esta peça delicada e super charmosa. Uma ideia versátil para iluminar qualquer canto da casa!

Lâmpada de filamento de LED inclusa. 2W. ","Luminária com haste de metal com pintura eletrostática na cor vermelho fosco.Fio Revestido na cor off white. Cúpula em tecido plissado.Base em concreto na cor crua. Lampada de filamento LED 2 W, quente, inclusa.Bivolt.",48,24,24,"Casa,Luminárias,Novidade",2,"748,00","1,224",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS102,"Abajur Caule","Luminária, Luminária Pequena,  Luminária de Mesa, Luminária de Cabeceira, Luminária Vintage","CAS101,CAS102,CAS104,CAS105,CAS106","Simples e sofisticado, esta é uma opção curinga para dar vida especial a qualquer cantinho – da cabeceira à mesa de trabalho!

Lâmpada de filamento de LED inclusa. 2W. ","Luminária com haste de metal com pintura eletrostática na cor vermelho fosco.Fio Revestido na cor off white. Cúpula em tecido plissado.Base em concreto na cor crua. Lampada de filamento LED 2 W, quente, inclusa.Bivolt.",46,15,15,"Casa,Luminárias,Novidade",2,"748,70","1,238",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS103,"Luminária Miss Daisy","Luminária, Luminária Pequena,  Luminária de Mesa, Luminária de Cabeceira, Luminária Vintage","CAS101,CAS102,CAS103,CAS105,CAS106","Uma versão delicada, feminina e com bossa de sobra, tem uma luz suave e funcional. É ótima pedida como iluminação de leitura para espaços menores e super importantes!

Informações: Cúpula em tecido bordado, haste com pintura eletroestática e base redonda de concreto. Lâmpada de filamento de LED inclusa. 2W. ","Luminária com haste de metal com pintura eletrostática na cor dourada .Fio Revestido na cor off white. Cúpula em tecido bordado estampa floral. Base em concreto na cor crua. Lampada de filamento LED 2 W, quente, inclusa.Bivolt.",40,15,15,"Casa,Luminárias,Novidade",2,"624,00","0,845",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS104,"Luminária Buquê","Luminária, Luminária Pequena,  Luminária de Mesa, Luminária de Cabeceira, Luminária Vintage","CAS101,CAS102,CAS103,CAS104,CAS106","O look campestre da cúpula é poesia pura. É ótima como lâmpada de leitura para espaços menores e cheios de charme.

Lâmpada de filamento de LED inclusa. 2W. ","Luminária com haste de metal com pintura eletrostática na cor dourada .Fio Revestido na cor off white. Cúpula em tecido bordado estampa floral. Base em concreto na cor crua. Lampada de filamento LED 2 W, quente, inclusa.Bivolt.",40,15,15,"Casa,Luminárias,Novidade",2,"623,70",1,https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS105,"Luminária Retrô","Luminária, Luminária Pequena,  Luminária de Mesa, Luminária de Cabeceira, Luminária Vintage","CAS101,CAS102,CAS103,CAS104,CAS105","Clássic is classic! Por isso esta luminária é um bom exemplo de que um toque retrô faz sucesso em qualquer ambiente.

Com cúpula em vidro e base de alumínio. Lâmpada de filamento de LED inclusa. 2W. 
","Luminária com base redonda em concreto na cor crua. Cúpula em vidro leitoso na cor branca.Plafonnier de alumínio com pintura eletrostática na cor verde.",23,26,26,"Casa,Luminárias,Novidade",2,"938,70",1.318,https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS106G,"Cesto Tucumã","Cestaria, Cesto, Cesto em Fibra Natural","CAS87M,CAS88,CAS89,CAS90,CAS17G","Feito com fibras 100% naturais, é uma sugestão Abbia de um item utilitário e decorativo ao mesmo tempo! ","Cestaria em fibra natural.",37,40,40,"Casa,Cestarias,Novidade",4,"75,00","0,764",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS106G,"Cesto Tucumã","Cestaria, Cesto, Cesto em Fibra Natural","CAS87G,CAS88,CAS89,CAS90,CAS17P","Feito com fibras 100% naturais, é uma sugestão Abbia de um item utilitário e decorativo ao mesmo tempo! ","Cestaria em fibra natural.",32,36,36,"Casa,Cestarias,Novidade",4,"75,00","0,586",https://www.gazin.com.br/images/jpg/produto-default.jpg
ACE01,"Carteira Mail (preta, pinhão e nude)","Carteira, Carteira em Couro, Design Nacional, Carteira Feminina","ACE02,ACE03,ACE04,ACE05,ACE06","Uma opção bem bacana para levar na bolsa: além de organizar, é um item para quem tem o estilo em alta conta! E vem em uma embalagem linda de linho!


","Carteira em couro natural.",2,24,12,"Acessoríos,Carteiras,Novidade",15,"187,50","0,300",https://abbiacasa.com.br/import-image/ACE01.jpg
ACE02,"Carteira Mini (preta, pinhão e nude)","Carteira, Carteira em Couro, Design Nacional, Carteira Pequena","ACE01,ACE03,ACE04,ACE05,ACE06","Para organizar itens menores, tem o tamanho ideal para ir com você para todo lugar. Vem em uma embalagem linda de linho!


","Carteira em couro natural.",2,12,12,"Acessoríos,Carteiras,Novidade",15,"145,00",30,https://abbiacasa.com.br/import-image/ACE02.jpg
ACE03,"Carteira Wall Street (preta, pinhão e nude)","Carteira, Carteira em Couro, Design Nacional, Carteira Grande","ACE01,ACE02,ACE04,ACE05,ACE06","Para fazer aquela reunião com muito estilo, esta pasta em couro é ideal para levar seu tablet, blocos de anotações e o que mais desejar. Vem em uma embalagem linda de linho!


","Carteira em couro natural.",30,40,2,"Acessoríos,Carteiras,Novidade",14,"347,50","0,300",https://abbiacasa.com.br/import-image/ACE03.jpg
ACE04,"Nécessaire Viaggio","Necessaire, Necessaire em Linho Branco, Design Nacional","ACE01,ACE02,ACE03,ACE05,ACE06","Feito em lona de algodão, este é um queridinho Abbia. Além de ter um acabamento super cool no fundo e nas laterais, é uma maravilha para colocar remédios e outros itens menores.


","Nécessaire em linho puro e detalhes em couro. Fechamento com zíper comum.",20,39,3,"Acessoríos,Nécessaires,Novidade",5,"124,75","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
ACE05,"Nécessaire Viaggio ","Necessaire, Necessaire em Linho Branco, Design Nacional","ACE01,ACE02,ACE03,ACE04,ACE06","Feito em lona de algodão, este é um queridinho Abbia. Além de ter um acabamento super cool no fundo e nas laterais, é ótimo para levar com você maquiagem e coisas que quer ter sempre à mão. 



","Nécessaire em linho puro e detalhes em couro. Fechamento com zíper comum.",25,45,3,"Acessoríos,Nécessaires,Novidade",5,"99,75","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
ACE06,"Chaveiro Sweetie","Chaveiro, Chaveiro em Couro, Design Nacional","ACE01,ACE02,ACE03,ACE08,ACE25","Colocar um pouco de romance no cotidiano é uma aposta que adoramos. Especialmente nas coisas que estão sempre na mão, como a chave de casa ou do carro. Feito em couro com argola de metal.


","Caveiro em recouro e fecho em metal com acabamento dourado.",8,6,15,"Acessoríos,Chaveiros,Novidade",19,"53,82",10,https://abbiacasa.com.br/import-image/ACE06.jpg
ACE07,"Bolsa Eco","Bolsa, Bolsa em Linho, Bolsa Utilitária, Bolsa Grande","ACE01,ACE02,ACE03,ACE10,ACE11","De lona de algodão, é uma opção cool, ecologicamente correta e totalmente up-to-date para usar no seu dia a dia.

","Bolsa com alças em linho puro com detalhes em couro.",60,54,2,"Acessoríos,Bolsas,Novidade",3,"170,00","0,360",https://www.gazin.com.br/images/jpg/produto-default.jpg
ACE08,"Chaveiro Grand Hotel","Chaveiro, Chaveiro em Couro, Design Nacional","ACE01,ACE02,ACE03,ACE06,ACE21","Super cool e inspirado nos grandes hotéis americanos dos anos 1960.

Feito de polipropileno, com gravação em tinta metálica e argola de metal.


","Chaveiro em polipropileno rosa com letras gravada em dourado. Fecho em metal prata.",12,4,15,"Acessoríos,Chaveiros,Novidade",20,"60,00",18,https://abbiacasa.com.br/import-image/ACE08.jpg
ACE09,"Clutch Seventies","Clutch, Bolsa de Mão, Clutche Colorida, Clutche em Linho, Acessório com Curadoria","ACE01,ACE02,ACE03,ACE10,ACE11","Um saudosismo fashion inspirou esta clutch com pegada dos anos 1970. Cheia de charme e com o tamanho ideal, coloca ainda mais personalidade no seu look. Forro em linho e fecho em acrílico.

","Clutch em madeira com acabamento em linho puro.",20,20,4,"Acessoríos,Clutches,Novidade",2,"75,00","0,390",https://abbiacasa.com.br/import-image/ACE09.jpg
ACE09,"Clutch Seventies","Clutch, Bolsa de Mão, Clutche Colorida, Clutche em Linho, Acessório com Curadoria","ACE01,ACE02,ACE03,ACE10,ACE11","Um saudosismo fashion inspirou esta clutch com pegada dos anos 1970. Cheia de charme e com o tamanho ideal, coloca ainda mais personalidade no seu look. Forro em linho e fecho em acrílico.

","Clutch em madeira com acabamento em linho puro.",20,20,4,"Acessoríos,Clutches,Novidade",2,"75,00","0,390",https://abbiacasa.com.br/import-image/ACE09.jpg
ACE09,"Clutch Seventies","Clutch, Bolsa de Mão, Clutche Colorida, Clutche em Linho, Acessório com Curadoria","ACE01,ACE02,ACE03,ACE10,ACE11","Um saudosismo fashion inspirou esta clutch com pegada dos anos 1970. Cheia de charme e com o tamanho ideal, coloca ainda mais personalidade no seu look. Forro em linho e fecho em acrílico.

","Clutch em madeira com acabamento em linho puro.",20,20,4,"Acessoríos,Clutches,Novidade",1,"75,00","0,390",https://abbiacasa.com.br/import-image/ACE09.jpg
ACE09,"Clutch Seventies","Clutch, Bolsa de Mão, Clutche Colorida, Clutche em Linho, Acessório com Curadoria","ACE01,ACE02,ACE03,ACE10,ACE11","Um saudosismo fashion inspirou esta clutch com pegada dos anos 1970. Cheia de charme e com o tamanho ideal, coloca ainda mais personalidade no seu look. Forro em linho e fecho em acrílico.


","Clutch em madeira com acabamento em linho puro.",20,20,4,"Acessoríos,Acessórios,Novidade",2,"75,00","0,390",https://abbiacasa.com.br/import-image/ACE09.jpg
ACE10,"Bolsa Saint-Tropez","Bolsa, Bolsa em Fibra Natural, Bolsa Grande, Paniers, Bolsa de Praia","ACE01,ACE02,ACE03,ACE09,(AZUL),ACE09,(LARANJA)","Complemente seu look e arrase com esta bolsa de fibras naturais. Chique e ecofriendly, ainda dá um clima de verão europeu para qualquer lugar do mundo.


","Bolsa em fibra natural.",44,53,26,"Acessoríos,Bolsas,Novidade",5,"75,00","0,701",https://www.gazin.com.br/images/jpg/produto-default.jpg
ACE11,"Bolsa Maiorca","Bolsa, Bolsa em Fibra Natural, Bolsa Média, Paniers, Bolsa de Praia","ACE01,ACE02,ACE03,ACE09,(NUDE),ACE09,(VERDE)","Um item tem-que-ter no seu guarda-roupa de verão. Além de serem uma tendência mundial e ecológica, as fibras naturais são ideais para praia, piscina ou aquele almoço de verão.


","Bolsa em fibra natural.",40,39,13,"Acessoríos,Bolsas,Novidade",5,"75,00","0,350",https://www.gazin.com.br/images/jpg/produto-default.jpg
ACE12,"Clutch Maggie","Clutche, Clutche em Pérola, Bolsa de mão ","ACE03,,ACE09,(AZUL),ACE09,(VERDE),ACE09,(NUDE),ACE09,(LARANJA)","Fugir da monotonia é mais do que necessário, é também uma delícia. Esta peça bijoux materializa o balanço perfeito entre a elegância das pérolas com em formato de clutch!


","Clutch em pérolas sintéticas.",20,4,2,"Acessoríos,Bolsas,Novidade",3,"75,00","0,300",https://abbiacasa.com.br/import-image/ACE12.jpg
ACE13,"Colar Marbella","Colar, Colar em Madrepérola, Colar Vintage","ACE14,ACE15,ACE16,ACE17,ACE25","Uma escolha ideal para quem gosta do clássico, mas com personalidade própria. Com contas de madrepérola bijoux, pedraria e contas douradas, é um sucesso garantido, pode apostar!


","Cola em pérolas e pedras sintéticas.",15,15,15,"Acessoríos,Colares,Novidade",2,"75,00",20,https://abbiacasa.com.br/import-image/ACE13.jpg
ACE14,"Brinco Helena","Brinco, Brinco em Madeira e Pedraria, Brinco Clássico","ACE15,ACE16,ACE17,ACE18,ACE19,","Como adoramos as peças versáteis, não é? E esta é uma dessas – pedida classy que permite sair direto do trabalho para um evento à noite! Em madeira e pedraria com lapidação especial, é puro brilho.


","Brinco em madeira e pedra sinética.",4,3,2,"Acessoríos,Brincos,Novidade",2,"75,00",20,https://abbiacasa.com.br/import-image/ACE14.jpg
ACE15,"Brinco Cuore","Brinco, Brinco em Acrílico, Brinco de Design Assinado,Brinco Contemporâneo, Brinco Moderno","ACE16,ACE17,ACE18,ACE19,ACE20","O romance fica no ar com este brinco confeccionado em quartzo rosado e metal dourado. Chique sem esforço! 


","Brinco em resina tranparente rosa com fecho em metal dourado.",5,3,3,"Acessoríos,Brincos,Novidade",2,"310,00","0,300",https://abbiacasa.com.br/import-image/ACE15.jpg
ACE16,"Brinco Blossom","Brinco, Brinco em Resina, Brinco de Design Assinado, Brinco Contemporâneo, Brincos Moderno","ACE17,ACE18,ACE19,ACE20,ACE21","Elegante por natureza, é uma escolha perfeita para adicionar aos seus acessórios preferidos. Confeccionado em metal e resina.


","Brinco em resina pintada com fecho em metal dourado.",6,4,15,"Acessoríos,Brincos,Novidade",2,"230,00","0,300",https://abbiacasa.com.br/import-image/ACE16.jpg
ACE17,"Brinco Oro","Brinco, Brinco em Latão, Brinco de Design Assinado,Brinco Contemporâneos, Brinco Moderno, Brinco Dourado","ACE19,ACE20,ACE21,ACE22,ACE23","Uma peça que adiciona ares contemporâneos ao seu look em qualquer estação.
Confeccionada em latão dourado.


","Brinco em latão.",8,6,3,"Acessoríos,Brincos,Novidade",2,"310,00","0,300",https://abbiacasa.com.br/import-image/ACE17.jpg
ACE18,"Brinco Brasilidades","Brinco, Brinco em Metal e Miçanga, Brinco de Design Assinado, Brinco Contemporâneo, Brinco Moderno","ACE19,ACE20,ACE21,ACE22,ACE23","Uma pegada bem brasileira nesta peça confeccionada em metal e miçangas multicoloridas.


","Brinco em miçangas de plastico coloridas e fecho em metal dourado.",11,3,15,"Acessoríos,Brincos,Novidade",2,"310,00","0,300",https://abbiacasa.com.br/import-image/ACE18.jpg
ACE19,"Brinco Beterraba","Brinco, Brinco em Acrílico, Brinco de Design Assinado, Brincos Contemporâneo, Brincos Moderno","ACE20,ACE21,ACE22,ACE23,ACE24,","Para apostar na irreverência do seu look com a forma e cor super vibrante. 


","
Brinco em resina tranparente vermelha com fecho em metal dourado.
",6,3,3,"Acessoríos,Brincos,Novidade",2,"220,00","0,300",https://abbiacasa.com.br/import-image/ACE19.jpg
ACE20,"Brinco Cartago","Brinco, Brinco em Metal, Brinco de Design Assinado, Brincos Contemporâneo, Brinco Moderno, Brinco Dourado","ACE21,ACE22,ACE23,ACE24,ACE24","Um mix de texturas pra lá de chique produzida em metal.


","Brinco em metal dourado.",4,3,3,"Acessoríos,Brincos,Novidade",2,"222,00","0,300",https://abbiacasa.com.br/import-image/ACE20.jpg
ACE21,"Bracelete Beats","Bracelete, Bracelete em Metal, Bracelete Moderno, Bracelete Contemporâneo","ACE20,ACE22,ACE23,ACE24,ACE24,","Jovialidade é a palavra da vez nesta peça em metal e corações esmaltados. 


","Pulseira em Metal dourado.",4,6,6,"Acessoríos,Braceletes,Novidade",2,"298,00","0,300",https://abbiacasa.com.br/import-image/ACE21.jpg
ACE22,"Brinco Roma","Brinco, Brinco em Metal, Brinco de Design Assinado, Brinco Contemporâneo, Brinco Moderno, Brincos Dourado","ACE17,ACE20,ACE22,ACE23,ACE24,","Além de linda, esta peça é super levinha e versátil: a base é removível e pode ser usada separadamente.
","Brinco em latão.",9,3,3,"Acessoríos,Brincos,Novidade",2,"297,00","0,300",https://abbiacasa.com.br/import-image/ACE22.jpg
ACE23,"Brinco Nour","Brinco, Brinco em Metal, Brinco de Design Assinado, Brinco Contemporâneo, Brinco Moderno, Brinco Dourado","ACE17,AC21,ACE22,ACE23,ACE24,","Um clássico atemporal confeccionado em latão dourado. 


","Brinco em latão.",5,5,2,"Acessoríos,Brincos,Novidade",1,"320,00","0,300",https://abbiacasa.com.br/import-image/ACE23.jpg
ACE24,"Brinco Pimentão","Brinco, Brinco em Resina, Brinco de Design Assinado, Brinco Contemporâneo, Brinco Moderno","ACE15,ACE19,ACE21,ACE22,ACE23,,","Para brincar e arrematar seu look com um detalhe divertido! 


","Brico em resina fosca verde e fecho em metal dourado.",4,3,3,"Acessoríos,Brincos,Novidade",2,"295,00","0,300",https://abbiacasa.com.br/import-image/ACE24.jpg
ACE25,"Gargantilha Letras","Corrente em Metal dourado, Corrente com Metal Banhado a Ouro, Corrente com Pingente","ACE13,ACE21,ACE22,ACE23,ACE24","Peça tão delicada que fica bem com tudo. Aliás, é também uma sugestão de presente super fofa!
Confeccionada à mão com pérola, medalha com banho de ouro 18 quilates e detalhe em ródio.
","Colar em metal com acabamento dourado.",15,15,15,"Acessoríos,Colares,Novidade",42,"180,00",3,https://www.gazin.com.br/images/jpg/produto-default.jpg
